type	a	b	c	d	dir	exp_a	DP_rows	RR_rows	OR	MS	Dice	PMI	chi2_signed	G_signed	t	p_fisher_1
overheard	8	70057	1	2498675	1	0.245484071769011	0.00011377947833534	285.298051809034	285.330516579357	0.00011417969028759	0.000228330051088849	5.02629867656066	251.824488454836	51.4051790938829	2.74163966807382	2.68940425485198e-12
ruled	8	70057	47	2498629	1	1.5001804385884	9.53697285318443e-05	6.07017131508584	6.07075029178368	0.00011417969028759	0.000228180262407302	2.41486396447831	28.9520135916971	14.6064344197524	2.29803682264838	0.000118707711715738
semester	8	70057	62	2498614	1	1.90932055820342	8.93665492480956e-05	4.60158148079088	4.60199275520809	0.00011417969028759	0.00022813146075426	2.06694066105801	19.9744506541526	11.3041116284218	2.15338372087922	0.000641387694108042
slurry	8.5	70057.5	0.5	2498676.5	1	0.245487384296522	0.000121114083582452	606.249950047098	606.323384362845	0.000121314189478492	0.000242597217267214	5.11374205041853	285.342032853458	57.3960733378767	2.83127915363972	2.68973732175937e-12
swiss	8	70057	34	2498642	1	1.14559233492205	0.000100572483911093	8.39111917085395	8.3919631829208	0.00011417969028759	0.000228222574065357	2.80390625522421	42.1625855088007	18.6085199474957	2.42340284418166	1.5763489880749e-05
tufton	8	70057	2	2498674	1	0.272760079743345	0.00011337926638309	142.649025904517	142.665201193314	0.00011417969028759	0.000228326792722083	4.87429558311561	225.050533899605	47.7314119606277	2.73199612795587	1.31212818388349e-11
ursula	8	70057	5	2498671	1	0.354588103666349	0.000112178630526341	57.0596103618069	57.0660119616883	0.00011417969028759	0.000228317018179743	4.49578395986188	169.468968097187	40.5821318962707	2.70306550760204	3.48657436255451e-10
wagonr	8.5	70057.5	0.5	2498676.5	1	0.245487384296522	0.000121114083582452	606.249950047098	606.323384362845	0.000121314189478492	0.000242597217267214	5.11374205041853	285.342032853458	57.3960733378767	2.83127915363972	2.68973732175937e-12
wickets	8.5	70057.5	0.5	2498676.5	1	0.245487384296522	0.000121114083582452	606.249950047098	606.323384362845	0.000121314189478492	0.000242597217267214	5.11374205041853	285.342032853458	57.3960733378767	2.83127915363972	2.68973732175937e-12
144	7	70058	17	2498659	1	0.654624191384028	9.31036258133928e-05	14.6844585489944	14.6858258619329	9.99072290016413e-05	0.000199746037181298	3.41861609933942	63.2320229957595	22.3907385526338	2.39832989136013	2.58102101535762e-06
2019-ncov	7	70058	42	2498634	1	1.33652439074239	8.3098327007145e-05	5.94370941268822	5.94420337434697	9.99072290016413e-05	0.000199674815300796	2.38886875594537	24.6721977260931	12.5565524796556	2.14059549069233	0.000352789280581911
56	7	70058	48	2498628	1	1.5001804385884	8.06970552936456e-05	5.20074573610219	5.20116546290217	9.99072290016413e-05	0.000199657729606389	2.22221888653592	20.7287472238584	11.151172471609	2.07873923453206	0.000722981867807171
belvedere	7	70058	3	2498673	1	0.272760079743345	9.87065931448916e-05	83.211931777635	83.2201461646065	9.99072290016413e-05	0.000199785943631823	4.68165050517322	170.570957523943	38.373776516729	2.5426611557341	1.25332411116119e-09
burnside	7.5	70058.5	0.5	2498676.5	1	0.218211008263575	0.000106841825996747	534.926426512146	534.983585146699	0.000107041931892787	0.000214059422895796	5.10309480621902	249.810916718356	50.3137812443361	2.65893727485156	8.76960726259313e-11
coal	7	70058	30	2498646	1	1.00921229505038	8.7900870434144e-05	8.3211931777635	8.32192469097034	9.99072290016413e-05	0.000199708995463753	2.79412523443163	36.5596437036143	16.190949397483	2.26430800301287	5.6254222707719e-05
confidential	7	70058	25	2498651	1	0.872832255178704	8.99019301953935e-05	9.98543181331621	9.9863296126067	9.99072290016413e-05	0.000199723240652239	3.00357860006058	44.2185539401888	18.1872007064716	2.31585488314643	2.07236434232039e-05
crystal	7	70058	16	2498660	1	0.627348183409694	9.35038377656427e-05	15.6022372083066	15.6036962231294	9.99072290016413e-05	0.000199748887113343	3.48001664400357	66.5496839180213	23.0428691724811	2.40863926738684	1.87262582485026e-06
enzyme	7.5	70058.5	0.5	2498676.5	1	0.218211008263575	0.000106841825996747	534.926426512146	534.983585146699	0.000107041931892787	0.000214059422895796	5.10309480621902	249.810916718356	50.3137812443361	2.65893727485156	8.76960726259313e-11
gay	7	70058	17	2498659	1	0.654624191384028	9.31036258133928e-05	14.6844585489944	14.6858258619329	9.99072290016413e-05	0.000199746037181298	3.41861609933942	63.2320229957595	22.3907385526338	2.39832989136013	2.58102101535762e-06
globalization	7	70058	14	2498662	1	0.572796167461025	9.43042616701426e-05	17.8311282380647	17.8328099574638	9.99072290016413e-05	0.000199754587221414	3.61126117728182	74.1409191660232	24.4658174679739	2.42925801944026	9.31898122003005e-07
goa	7	70058	19	2498657	1	0.709176207332697	9.2303201908893e-05	13.1387260701529	13.1399389378124	9.99072290016413e-05	0.00019974033756117	3.30313888191949	57.3687850666388	21.1863394436344	2.3777111393067	4.67571933482347e-06
hiv/aids	7	70058	10	2498666	1	0.463692135563687	9.59051094791422e-05	24.9635795332905	24.9659739073339	9.99072290016413e-05	0.000199765988413573	3.91611575881024	94.7214887738097	27.9433843054619	2.47049552354711	1.71594659814645e-07
homeland	7	70058	36	2498640	1	1.17286834289638	8.54995987206445e-05	6.93432764813625	6.93492058960671	9.99072290016413e-05	0.000199691903919667	2.57731384535848	29.7630914697889	14.2090161212366	2.2024517468526	0.000152619248994901
igaming	7.5	70058.5	0.5	2498676.5	1	0.218211008263575	0.000106841825996747	534.926426512146	534.983585146699	0.000107041931892787	0.000214059422895796	5.10309480621902	249.810916718356	50.3137812443361	2.65893727485156	8.76960726259313e-11
jamaica	7	70058	34	2498642	1	1.11831632694771	8.63000226251443e-05	7.34222927449721	7.34286297236072	9.99072290016413e-05	0.000199697600775968	2.64602659544249	31.8021122422308	14.8278584636655	2.22307049890603	0.000111670068568381
lambertini	7.5	70058.5	0.5	2498676.5	1	0.218211008263575	0.000106841825996747	534.926426512146	534.983585146699	0.000107041931892787	0.000214059422895796	5.10309480621902	249.810916718356	50.3137812443361	2.65893727485156	8.76960726259313e-11
mellata	7.5	70058.5	0.5	2498676.5	1	0.218211008263575	0.000106841825996747	534.926426512146	534.983585146699	0.000107041931892787	0.000214059422895796	5.10309480621902	249.810916718356	50.3137812443361	2.65893727485156	8.76960726259313e-11
merkel	7	70058	25	2498651	1	0.872832255178704	8.99019301953935e-05	9.98543181331621	9.9863296126067	9.99072290016413e-05	0.000199723240652239	3.00357860006058	44.2185539401888	18.1872007064716	2.31585488314643	2.07236434232039e-05
nawaz	7	70058	1	2498675	1	0.218208063794676	9.95070170493914e-05	249.635795332905	249.660638328242	9.99072290016413e-05	0.000199791645855037	5.00357860006058	216.685500860584	44.4521311739587	2.56327990778752	8.7687856975549e-11
oh	7	70058	49	2498627	1	1.52745644656273	8.02968433413957e-05	5.09460806801847	5.09501718983862	9.99072290016413e-05	0.000199654882274925	2.19622367800297	20.15716531654	10.9368310698722	2.06842985850535	0.000806952333979094
rabada	7.5	70058.5	0.5	2498676.5	1	0.218211008263575	0.000106841825996747	534.926426512146	534.983585146699	0.000107041931892787	0.000214059422895796	5.10309480621902	249.810916718356	50.3137812443361	2.65893727485156	8.76960726259313e-11
rainaldi	7.5	70058.5	0.5	2498676.5	1	0.218211008263575	0.000106841825996747	534.926426512146	534.983585146699	0.000107041931892787	0.000214059422895796	5.10309480621902	249.810916718356	50.3137812443361	2.65893727485156	8.76960726259313e-11
rewards	7	70058	15	2498661	1	0.600072175435359	9.39040497178927e-05	16.642386355527	16.6439492991521	9.99072290016413e-05	0.000199751737126714	3.54414698142328	70.1714991060184	23.7330973831422	2.41894864341355	1.33434866311788e-06
salesforce	7	70058	1	2498675	1	0.218208063794676	9.95070170493914e-05	249.635795332905	249.660638328242	9.99072290016413e-05	0.000199791645855037	5.00357860006058	216.685500860584	44.4521311739587	2.56327990778752	8.7687856975549e-11
seafood	7	70058	36	2498640	1	1.17286834289638	8.54995987206445e-05	6.93432764813625	6.93492058960671	9.99072290016413e-05	0.000199691903919667	2.57731384535848	29.7630914697889	14.2090161212366	2.2024517468526	0.000152619248994901
sg	7	70058	1	2498675	1	0.218208063794676	9.95070170493914e-05	249.635795332905	249.660638328242	9.99072290016413e-05	0.000199791645855037	5.00357860006058	216.685500860584	44.4521311739587	2.56327990778752	8.7687856975549e-11
slide	7	70058	47	2498629	1	1.47290443061406	8.10972672458955e-05	5.31139990070011	5.31183068375565	9.99072290016413e-05	0.000199660577019068	2.24869109789711	21.3225372406565	11.3708179366355	2.08904861055877	0.000646074247941053
venue	7	70058	47	2498629	1	1.47290443061406	8.10972672458955e-05	5.31139990070011	5.31183068375565	9.99072290016413e-05	0.000199660577019068	2.24869109789711	21.3225372406565	11.3708179366355	2.08904861055877	0.000646074247941053
wang	7	70058	19	2498657	1	0.709176207332697	9.2303201908893e-05	13.1387260701529	13.1399389378124	9.99072290016413e-05	0.00019974033756117	3.30313888191949	57.3687850666388	21.1863394436344	2.3777111393067	4.67571933482347e-06
$750	6	70059	7	2498669	1	0.354588103666349	8.28332840499432e-05	30.5676484081108	30.5701806436616	8.56347677156926e-05	0.000171237763634807	4.08074646058304	92.4016395389846	25.6637822262138	2.3047324473119	5.98836695897553e-07
76	6	70059	33	2498643	1	1.06376431099905	7.24277732914455e-05	6.48404663202351	6.48451629730266	8.56347677156926e-05	0.000171174255391989	2.49578395986188	23.5485041737749	11.5593589926607	2.01521213490339	0.000619451392408155
anorexia	6.5	70059.5	0.5	2498676.5	1	0.190934632230628	9.25695684110417e-05	463.602902977193	463.645822479464	9.27696743070819e-05	0.000185520814008249	5.08928900669399	214.317219027012	43.2483242375381	2.47462216344152	2.81484324737846e-09
asf	6.5	70059.5	0.5	2498676.5	1	0.190934632230628	9.25695684110417e-05	463.602902977193	463.645822479464	9.27696743070819e-05	0.000185520814008249	5.08928900669399	214.317219027012	43.2483242375381	2.47462216344152	2.81484324737846e-09
battery	6	70059	39	2498637	1	1.22742035884505	7.0026501577946e-05	5.48650099632759	5.486885229702	8.56347677156926e-05	0.000171159606332905	2.28933308239446	19.0779201384964	10.0376881864318	1.94839975511681	0.00134550872186945
bench	6	70059	36	2498640	1	1.14559233492205	7.12271374346958e-05	5.94370941268822	5.9441328023523	8.56347677156926e-05	0.000171166930549018	2.38886875594537	21.1475404213017	10.7627016353695	1.9818059450101	0.000928965720199848
bess	6	70059	1	2498675	1	0.190932055820342	8.52345557634427e-05	213.973538856776	213.991778358241	8.56347677156926e-05	0.000171252426076036	4.97383125666653	181.696105704831	37.535150003209	2.37154482709848	2.81461620676993e-09
bets	6	70059	18	2498658	1	0.654624191384028	7.84309525751942e-05	11.8874188253764	11.8883512468063	8.56347677156926e-05	0.000171210889012541	3.19622367800297	44.8723554418918	17.2248823629253	2.18224308436984	3.62676378777849e-05
betting	6	70059	19	2498657	1	0.681900199358363	7.80307406229442e-05	11.2617652029882	11.2626440421269	8.56347677156926e-05	0.00017120844628335	3.13732998894941	42.6389741852037	16.7182784414441	2.17110768773874	4.66153801511604e-05
bias	6	70059	35	2498641	1	1.11831632694771	7.16273493869457e-05	6.11352968162217	6.11396761505099	8.56347677156926e-05	0.000171169372093687	2.42363417410605	21.9074539340525	11.0197349259866	1.9929413416412	0.00081494938650073
billionaire	6	70059	31	2498645	1	1.00921229505038	7.32281971959453e-05	6.90237222118632	6.9028777127481	8.56347677156926e-05	0.000171179138968931	2.57173281309518	25.3730273745722	12.1363378063507	2.03748292816558	0.000462402598874423
breast	6	70059	23	2498653	1	0.791004231255701	7.64298928139446e-05	9.30319734159895	9.30390844486976	8.56347677156926e-05	0.000171198676063572	2.92320518359656	35.2650478868087	14.9241866494558	2.12656610121436	0.000113860497831353
brewery	6	70059	9	2498667	1	0.409140119615018	8.20328601454434e-05	23.7748376507529	23.7767881357142	8.56347677156926e-05	0.000171232876712329	3.87429558311561	78.5412947719609	23.5288704143674	2.28246165404971	1.66620142749707e-06
britons	6	70059	22	2498654	1	0.763728223281366	7.68301047661945e-05	9.72606994803527	9.72681726700482	8.56347677156926e-05	0.000171201118513974	2.97383125666653	36.9080096202266	15.3417206063763	2.13770149784545	9.24393307621951e-05
casino	6	70059	38	2498638	1	1.20014435087072	7.04267135301959e-05	5.6308826014941	5.63127920001262	8.56347677156926e-05	0.00017116204766863	2.32175456008683	19.7351612522108	10.2720582459241	1.95953515174791	0.00119343332205757
cfds	6	70059	20	2498656	1	0.709176207332697	7.76305286706943e-05	10.6986769428388	10.6995075579155	8.56347677156926e-05	0.00017120600362386	3.08074646058304	40.5795481687751	16.2369650037795	2.15997229110765	5.91972783960948e-05
commonwealth	6	70059	47	2498629	1	1.44562842263973	6.68248059599467e-05	4.55262848631438	4.55293274088435	8.56347677156926e-05	0.000171140078153969	2.05326572416093	14.7509358937335	8.38488419349067	1.85931658206804	0.00315255343264365
conte	6	70059	23	2498653	1	0.791004231255701	7.64298928139446e-05	9.30319734159895	9.30390844486976	8.56347677156926e-05	0.000171198676063572	2.92320518359656	35.2650478868087	14.9241866494558	2.12656610121436	0.000113860497831353
crack	6	70059	23	2498653	1	0.791004231255701	7.64298928139446e-05	9.30319734159895	9.30390844486976	8.56347677156926e-05	0.000171198676063572	2.92320518359656	35.2650478868087	14.9241866494558	2.12656610121436	0.000113860497831353
crews	6	70059	36	2498640	1	1.14559233492205	7.12271374346958e-05	5.94370941268822	5.9441328023523	8.56347677156926e-05	0.000171166930549018	2.38886875594537	21.1475404213017	10.7627016353695	1.9818059450101	0.000928965720199848
diet	6	70059	31	2498645	1	1.00921229505038	7.32281971959453e-05	6.90237222118632	6.9028777127481	8.56347677156926e-05	0.000171179138968931	2.57173281309518	25.3730273745722	12.1363378063507	2.03748292816558	0.000462402598874423
diversity	6	70059	36	2498640	1	1.14559233492205	7.12271374346958e-05	5.94370941268822	5.9441328023523	8.56347677156926e-05	0.000171166930549018	2.38886875594537	21.1475404213017	10.7627016353695	1.9818059450101	0.000928965720199848
dlc	6	70059	2	2498674	1	0.218208063794676	8.48343438111928e-05	106.986769428388	106.99584635807	8.56347677156926e-05	0.00017124998216146	4.78118617872413	157.494665063852	34.3347213146715	2.36040943046739	1.09954012561531e-08
dom	6	70059	4	2498672	1	0.272760079743345	8.40339199066929e-05	53.493384714194	53.497880357984	8.56347677156926e-05	0.000171245094541563	4.45925808383677	123.629469959055	29.9824606922767	2.33813863720519	7.86596126012284e-08
elite	6	70059	28	2498648	1	0.927384271127373	7.4428833052695e-05	7.64191210202771	7.64248092933915	8.56347677156926e-05	0.000171186464856845	2.69372333747379	28.5246499033141	13.082076218049	2.07088911805887	0.000286859450027821
fish	6	70059	46	2498630	1	1.41835241466539	6.72250179121966e-05	4.65159867079948	4.65191140138405	8.56347677156926e-05	0.000171142518932641	2.08074646058304	15.2152247894958	8.572308062797	1.87045197869913	0.00286084494632122
genes	6	70059	10	2498666	1	0.436416127589352	8.16326481931935e-05	21.3973538856776	21.3991007579326	8.56347677156926e-05	0.000171230433355688	3.78118617872413	72.9157865594198	22.6045021477426	2.27132625741861	2.60388422834712e-06
genetic	6	70059	36	2498640	1	1.14559233492205	7.12271374346958e-05	5.94370941268822	5.9441328023523	8.56347677156926e-05	0.000171166930549018	2.38886875594537	21.1475404213017	10.7627016353695	1.9818059450101	0.000928965720199848
glaad	6	70059	6	2498670	1	0.327312095692014	8.32334960021931e-05	35.6622564761293	35.6652250246221	8.56347677156926e-05	0.000171240207200651	4.19622367800297	101.071364139543	26.9177721903649	2.315867843943	3.3014515943286e-07
gut	6	70059	7	2498669	1	0.354588103666349	8.28332840499432e-05	30.5676484081108	30.5701806436616	8.56347677156926e-05	0.000171237763634807	4.08074646058304	92.4016395389846	25.6637822262138	2.3047324473119	5.98836695897553e-07
innings	6	70059	5	2498671	1	0.30003608771768	8.3633707954443e-05	42.7947077713552	42.7982871579669	8.56347677156926e-05	0.000171242650836235	4.32175456008683	111.322499838569	28.3397960217108	2.3270032405741	1.69013764539372e-07
integrated	6	70059	45	2498631	1	1.39107640669106	6.76252298644465e-05	4.75496753015057	4.75528911346151	8.56347677156926e-05	0.000171144959780934	2.10876083675263	15.6988206125742	8.76474973083669	1.88158737533023	0.00258979261070991
javid	6	70059	6	2498670	1	0.327312095692014	8.32334960021931e-05	35.6622564761293	35.6652250246221	8.56347677156926e-05	0.000171240207200651	4.19622367800297	101.071364139543	26.9177721903649	2.315867843943	3.3014515943286e-07
klaus	6	70059	2	2498674	1	0.218208063794676	8.48343438111928e-05	106.986769428388	106.99584635807	8.56347677156926e-05	0.00017124998216146	4.78118617872413	157.494665063852	34.3347213146715	2.36040943046739	1.09954012561531e-08
lankan	6	70059	31	2498645	1	1.00921229505038	7.32281971959453e-05	6.90237222118632	6.9028777127481	8.56347677156926e-05	0.000171179138968931	2.57173281309518	25.3730273745722	12.1363378063507	2.03748292816558	0.000462402598874423
mood	6	70059	33	2498643	1	1.06376431099905	7.24277732914455e-05	6.48404663202351	6.48451629730266	8.56347677156926e-05	0.000171174255391989	2.49578395986188	23.5485041737749	11.5593589926607	2.01521213490339	0.000619451392408155
naloxone	6	70059	1	2498675	1	0.190932055820342	8.52345557634427e-05	213.973538856776	213.991778358241	8.56347677156926e-05	0.000171252426076036	4.97383125666653	181.696105704831	37.535150003209	2.37154482709848	2.81461620676993e-09
nerf	6	70059	2	2498674	1	0.218208063794676	8.48343438111928e-05	106.986769428388	106.99584635807	8.56347677156926e-05	0.00017124998216146	4.78118617872413	157.494665063852	34.3347213146715	2.36040943046739	1.09954012561531e-08
resistant	6	70059	11	2498665	1	0.463692135563687	8.12324362409435e-05	19.4521398960705	19.4537201761113	8.56347677156926e-05	0.000171227990068777	3.69372333747379	67.9554012627058	21.7553870683985	2.26019086078752	3.93058762937493e-06
shenzhen	6	70059	7	2498669	1	0.354588103666349	8.28332840499432e-05	30.5676484081108	30.5701806436616	8.56347677156926e-05	0.000171237763634807	4.08074646058304	92.4016395389846	25.6637822262138	2.3047324473119	5.98836695897553e-07
sidelines	6	70059	11	2498665	1	0.463692135563687	8.12324362409435e-05	19.4521398960705	19.4537201761113	8.56347677156926e-05	0.000171227990068777	3.69372333747379	67.9554012627058	21.7553870683985	2.26019086078752	3.93058762937493e-06
stoltenberg	6.5	70059.5	0.5	2498676.5	1	0.190934632230628	9.25695684110417e-05	463.602902977193	463.645822479464	9.27696743070819e-05	0.000185520814008249	5.08928900669399	214.317219027012	43.2483242375381	2.47462216344152	2.81484324737846e-09
surgeon	6	70059	34	2498642	1	1.09104031897338	7.20275613391956e-05	6.29333937814047	6.2937927108496	8.56347677156926e-05	0.000171171813708009	2.45925808383677	22.7067649919708	11.2851335464564	2.00407673827229	0.00071203046192525
tabada	6.5	70059.5	0.5	2498676.5	1	0.190934632230628	9.25695684110417e-05	463.602902977193	463.645822479464	9.27696743070819e-05	0.000185520814008249	5.08928900669399	214.317219027012	43.2483242375381	2.47462216344152	2.81484324737846e-09
tasting	6	70059	5	2498671	1	0.30003608771768	8.3633707954443e-05	42.7947077713552	42.7982871579669	8.56347677156926e-05	0.000171242650836235	4.32175456008683	111.322499838569	28.3397960217108	2.3270032405741	1.69013764539372e-07
ukraine	6	70059	21	2498655	1	0.736452215307032	7.72303167184444e-05	10.1892161360369	10.1900031198194	8.56347677156926e-05	0.000171203561034069	3.02629867656066	38.6747490350027	15.7787512432157	2.14883689447655	7.4350004361956e-05
yen	6	70059	25	2498651	1	0.84555624720437	7.56294689094448e-05	8.55894155427103	8.55958891791204	8.56347677156926e-05	0.000171193791371833	2.82698986833726	32.3025435313271	14.1418067426738	2.10429530795216	0.000168427950428596
zealanders	6	70059	47	2498629	1	1.44562842263973	6.68248059599467e-05	4.55262848631438	4.55293274088435	8.56347677156926e-05	0.000171140078153969	2.05326572416093	14.7509358937335	8.38488419349067	1.85931658206804	0.00315255343264365
$4	5	70060	20	2498656	1	0.681900199358363	6.33580673847456e-05	8.91556411903233	8.91612903225806	7.13623064297438e-05	0.000142673705236125	2.87429558311561	28.1111836722004	12.1038264978437	1.93111481701058	0.000507924591285569
2*	5.5	70060.5	0.5	2498676.5	1	0.163658256197681	7.82973108253368e-05	392.27937944224	392.310096273935	7.8497416721377e-05	0.0001569813905697	5.07067332852665	178.879635118187	36.2051185984612	2.27542620098133	8.85195974298369e-08
44*	5.5	70060.5	0.5	2498676.5	1	0.163658256197681	7.82973108253368e-05	392.27937944224	392.310096273935	7.8497416721377e-05	0.0001569813905697	5.07067332852665	178.879635118187	36.2051185984612	2.27542620098133	8.85195974298369e-08
66	5	70060	36	2498640	1	1.11831632694771	5.6954676148747e-05	4.95309117724018	4.95337329907698	7.13623064297438e-05	0.000142641143411406	2.16059976827225	13.8513760607897	7.60368531995754	1.73594340150857	0.00499527705382796
81	5	70060	27	2498649	1	0.872832255178704	6.05565837189962e-05	6.60412156965358	6.60452152123577	7.13623064297438e-05	0.000142659457608742	2.51815177289034	20.062693426227	9.77356478160136	1.84572732272845	0.00164327663392372
83	5	70060	17	2498659	1	0.600072175435359	6.45587032414953e-05	10.4888989635674	10.4895761616094	7.13623064297438e-05	0.000142679812233367	3.05872015425304	33.1666575869207	13.3757935930411	1.9677094574172	0.000269496858019025
advancement	5	70060	15	2498661	1	0.54552015948669	6.53591271459951e-05	11.8874188253764	11.8881958321439	7.13623064297438e-05	0.000142683883855319	3.19622367800297	37.3935713057296	14.3540104051575	1.99210588435495	0.000166048545143793
ale	5.5	70060.5	0.5	2498676.5	1	0.163658256197681	7.82973108253368e-05	392.27937944224	392.310096273935	7.8497416721377e-05	0.0001569813905697	5.07067332852665	178.879635118187	36.2051185984612	2.27542620098133	8.85195974298369e-08
angela	5	70060	24	2498652	1	0.791004231255701	6.17572195757459e-05	7.42963676586027	7.43009563231516	7.13623064297438e-05	0.00014266556338631	2.66017077776276	23.0246717234119	10.682978098504	1.88232196313507	0.00103699652258493
badges	5	70060	2	2498674	1	0.190932055820342	7.0561882525244e-05	89.1556411903233	89.161932629175	7.13623064297438e-05	0.000142710355063363	4.71079685083273	124.524421524236	27.7526626402075	2.15068265945034	3.0276124474149e-07
bat	5	70060	24	2498652	1	0.791004231255701	6.17572195757459e-05	7.42963676586027	7.43009563231516	7.13623064297438e-05	0.00014266556338631	2.66017077776276	23.0246717234119	10.682978098504	1.88232196313507	0.00103699652258493
batting	5	70060	6	2498670	1	0.30003608771768	6.89610347162443e-05	29.7185470634411	29.7205966314588	7.13623064297438e-05	0.000142702209030196	4.05872015425304	75.688131617478	21.1914576441933	2.10188980557484	6.07685059295093e-06
blankets	5	70060	10	2498666	1	0.409140119615018	6.73601869072447e-05	17.8311282380647	17.8323294319155	7.13623064297438e-05	0.000142694063926941	3.61126117728182	52.9576757060969	17.4754602007417	2.05309695169933	3.6046021443914e-05
breakthroughs	5	70060	4	2498672	1	0.245484071769011	6.97614586207442e-05	44.5778205951616	44.5809306308878	7.13623064297438e-05	0.000142706281930531	4.34822677144802	94.6675611842597	23.8737404636244	2.12628623251259	1.73506491452091e-06
breasts	5	70060	6	2498670	1	0.30003608771768	6.89610347162443e-05	29.7185470634411	29.7205966314588	7.13623064297438e-05	0.000142702209030196	4.05872015425304	75.688131617478	21.1914576441933	2.10188980557484	6.07685059295093e-06
burning	5	70060	34	2498642	1	1.06376431099905	5.77551000532468e-05	5.24444948178372	5.244752397105	7.13623064297438e-05	0.000142645212826658	2.23274955402809	14.9738590079425	8.02732513900167	1.76033982844632	0.00401379967997295
cardiovascular	5	70060	14	2498662	1	0.518244151512356	6.57593390982451e-05	12.7365201700462	12.7373577749684	7.13623064297438e-05	0.000142685919753439	3.27022425944675	39.8451588557127	14.8914131034584	2.00430409782383	0.000127404363378769
cheese	5	70060	11	2498665	1	0.436416127589352	6.69599749549948e-05	16.2101165800588	16.2112020865232	7.13623064297438e-05	0.000142692027796407	3.51815177289034	49.0596402547273	16.7514274080434	2.04089873823046	5.12469929054848e-05
civet	5	70060	2	2498674	1	0.190932055820342	7.0561882525244e-05	89.1556411903233	89.161932629175	7.13623064297438e-05	0.000142710355063363	4.71079685083273	124.524421524236	27.7526626402075	2.15068265945034	3.0276124474149e-07
crease	5.5	70060.5	0.5	2498676.5	1	0.163658256197681	7.82973108253368e-05	392.27937944224	392.310096273935	7.8497416721377e-05	0.0001569813905697	5.07067332852665	178.879635118187	36.2051185984612	2.27542620098133	8.85195974298369e-08
credible	5	70060	30	2498646	1	0.954660279101708	5.93559478622465e-05	5.94370941268822	5.94406223237225	7.13623064297438e-05	0.00014265335235378	2.38886875594537	17.6229023266505	8.96887000350603	1.80913268232182	0.00247593830149073
creek	5	70060	30	2498646	1	0.954660279101708	5.93559478622465e-05	5.94370941268822	5.94406223237225	7.13623064297438e-05	0.00014265335235378	2.38886875594537	17.6229023266505	8.96887000350603	1.80913268232182	0.00247593830149073
customized	5	70060	11	2498665	1	0.436416127589352	6.69599749549948e-05	16.2101165800588	16.2112020865232	7.13623064297438e-05	0.000142692027796407	3.51815177289034	49.0596402547273	16.7514274080434	2.04089873823046	5.12469929054848e-05
dana	5	70060	13	2498663	1	0.490968143538021	6.6159551050495e-05	13.716252490819	13.717160016689	7.13623064297438e-05	0.000142687955709659	3.34822677144802	42.5722602968717	15.4664828816576	2.01650231129271	9.60403689884703e-05
debris	5	70060	4	2498672	1	0.245484071769011	6.97614586207442e-05	44.5778205951616	44.5809306308878	7.13623064297438e-05	0.000142706281930531	4.34822677144802	94.6675611842597	23.8737404636244	2.12628623251259	1.73506491452091e-06
drinks	5	70060	22	2498654	1	0.736452215307032	6.25576434802458e-05	8.10505829002939	8.10556535956193	7.13623064297438e-05	0.000142669634195058	2.76326427072687	25.3753846282123	11.3596167304234	1.90671839007283	0.000737585887534475
heroin	5	70060	12	2498664	1	0.463692135563687	6.65597630027449e-05	14.8592735317205	14.8602626320297	7.13623064297438e-05	0.00014268999172398	3.43068893164	45.6234957237972	16.0843825815462	2.02870052476158	7.09621617706047e-05
human-to-human	5	70060	23	2498653	1	0.763728223281366	6.21574315279959e-05	7.75266445133246	7.75314637143318	7.13623064297438e-05	0.000142667598761645	2.71079685083273	24.157049810894	11.0135273152529	1.89452017660395	0.000877835139006855
incubation	5	70060	32	2498644	1	1.00921229505038	5.85555239577466e-05	5.5722275743952	5.57255388238653	7.13623064297438e-05	0.000142649282474109	2.30869840726139	16.2237537603026	8.48117683539973	1.78473625538407	0.00317834413836016
inf	5.5	70060.5	0.5	2498676.5	1	0.163658256197681	7.82973108253368e-05	392.27937944224	392.310096273935	7.8497416721377e-05	0.0001569813905697	5.07067332852665	178.879635118187	36.2051185984612	2.27542620098133	8.85195974298369e-08
jair	5	70060	14	2498662	1	0.518244151512356	6.57593390982451e-05	12.7365201700462	12.7373577749684	7.13623064297438e-05	0.000142685919753439	3.27022425944675	39.8451588557127	14.8914131034584	2.00430409782383	0.000127404363378769
judges	5	70060	40	2498636	1	1.22742035884505	5.53538283397473e-05	4.45778205951616	4.45802883242935	7.13623064297438e-05	0.000142633005277421	2.02629867656066	11.920692665901	6.83519044943004	1.68715054763306	0.00744711981742474
kicked	5	70060	33	2498643	1	1.03648830302471	5.81553120054967e-05	5.40337219335293	5.40368645057483	7.13623064297438e-05	0.000142647247621357	2.27022425944675	15.5816225559925	8.25026213408949	1.77253804191519	0.0035786268225928
kiwi	5	70060	24	2498652	1	0.791004231255701	6.17572195757459e-05	7.42963676586027	7.43009563231516	7.13623064297438e-05	0.00014266556338631	2.66017077776276	23.0246717234119	10.682978098504	1.88232196313507	0.00103699652258493
landslide	5	70060	3	2498673	1	0.218208063794676	7.01616705729941e-05	59.4370941268822	59.4412646303169	7.13623064297438e-05	0.000142708318467883	4.51815177289034	107.726432944198	25.5987310403629	2.13848444598146	7.89037650550384e-07
